file,subject,session,trial,detected,latency_s,is_clean,artifact_max_uV
sess02_subj01_EEG_MI.mat,1,2,19,False,nan,True,390.6000061035156
sess02_subj01_EEG_MI.mat,1,2,20,True,0.5499999999999998,False,906.7000122070312
sess02_subj01_EEG_MI.mat,1,2,21,True,0.4500000000000002,True,439.1000061035156
sess02_subj01_EEG_MI.mat,1,2,22,False,nan,True,316.0
sess02_subj01_EEG_MI.mat,1,2,23,True,0.6000000000000001,True,498.79998779296875
sess02_subj01_EEG_MI.mat,1,2,24,True,0.3500000000000001,False,985.0
sess02_subj01_EEG_MI.mat,1,2,25,False,nan,False,876.7000122070312
sess02_subj01_EEG_MI.mat,1,2,26,False,nan,False,1041.800048828125
sess02_subj01_EEG_MI.mat,1,2,27,True,0.3500000000000001,True,453.6000061035156
sess02_subj01_EEG_MI.mat,1,2,28,False,nan,True,333.6000061035156
sess02_subj01_EEG_MI.mat,1,2,29,False,nan,True,369.0
sess02_subj01_EEG_MI.mat,1,2,30,True,0.6000000000000001,True,364.70001220703125
sess02_subj01_EEG_MI.mat,1,2,31,True,0.6000000000000001,True,345.5
sess02_subj01_EEG_MI.mat,1,2,32,True,0.6000000000000001,False,3276.699951171875
sess02_subj01_EEG_MI.mat,1,2,33,False,nan,False,882.7000122070312
sess02_subj01_EEG_MI.mat,1,2,34,True,0.3500000000000001,True,432.79998779296875
sess02_subj01_EEG_MI.mat,1,2,35,True,0.3500000000000001,True,526.0999755859375
sess02_subj01_EEG_MI.mat,1,2,36,True,0.3500000000000001,False,825.0
sess02_subj01_EEG_MI.mat,1,2,37,True,0.6000000000000001,True,629.9000244140625
sess02_subj01_EEG_MI.mat,1,2,38,True,0.6000000000000001,True,613.4000244140625
sess02_subj01_EEG_MI.mat,1,2,39,True,0.6000000000000001,True,370.0
sess02_subj01_EEG_MI.mat,1,2,40,True,0.6000000000000001,True,431.0
sess02_subj01_EEG_MI.mat,1,2,41,True,0.6000000000000001,True,354.8999938964844
sess02_subj01_EEG_MI.mat,1,2,42,True,0.3999999999999999,True,424.5
sess02_subj01_EEG_MI.mat,1,2,43,True,0.3500000000000001,False,1851.699951171875
sess02_subj01_EEG_MI.mat,1,2,44,True,0.5,True,350.5
sess02_subj01_EEG_MI.mat,1,2,45,False,nan,False,1194.800048828125
sess02_subj01_EEG_MI.mat,1,2,46,False,nan,True,526.2000122070312
sess02_subj01_EEG_MI.mat,1,2,47,False,nan,True,455.20001220703125
sess02_subj01_EEG_MI.mat,1,2,48,True,0.3500000000000001,True,365.6000061035156
sess02_subj01_EEG_MI.mat,1,2,49,True,0.3500000000000001,False,1024.5
sess02_subj01_EEG_MI.mat,1,2,50,True,0.4500000000000002,True,539.5999755859375
sess02_subj01_EEG_MI.mat,1,2,51,False,nan,True,412.20001220703125
sess02_subj01_EEG_MI.mat,1,2,52,False,nan,True,422.20001220703125
sess02_subj01_EEG_MI.mat,1,2,53,False,nan,True,270.0
sess02_subj01_EEG_MI.mat,1,2,54,True,0.6000000000000001,True,255.1999969482422
sess02_subj01_EEG_MI.mat,1,2,55,False,nan,False,899.5999755859375
sess02_subj01_EEG_MI.mat,1,2,56,True,0.3999999999999999,False,889.5999755859375
sess02_subj01_EEG_MI.mat,1,2,57,False,nan,True,349.8999938964844
sess02_subj01_EEG_MI.mat,1,2,58,True,0.3500000000000001,True,321.20001220703125
sess02_subj01_EEG_MI.mat,1,2,59,False,nan,False,923.4000244140625
sess02_subj01_EEG_MI.mat,1,2,60,False,nan,False,1369.0
sess02_subj01_EEG_MI.mat,1,2,61,False,nan,False,3276.699951171875
sess02_subj01_EEG_MI.mat,1,2,62,False,nan,True,512.7999877929688
sess02_subj01_EEG_MI.mat,1,2,63,True,0.6000000000000001,True,607.9000244140625
sess02_subj01_EEG_MI.mat,1,2,64,False,nan,True,620.0
sess02_subj01_EEG_MI.mat,1,2,65,True,0.6000000000000001,True,655.4000244140625
sess02_subj01_EEG_MI.mat,1,2,66,True,0.3500000000000001,True,558.7000122070312
